代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002128,露天煤业,10.30,-0.19,-0.02,-0.39,0.26,3.46,1.55,4739.80万,17.67亿,182.04亿,8.56
300421,力星股份,10.26,-0.20,-0.02,-0.68,0.73,1.72,4.00,1411.00万,1.86亿,19.02亿,41.50
002621,美吉姆,5.13,-0.20,-0.01,0.20,0.03,1.98,1.37,110.71万,7.93亿,40.55亿,31.04
300508,维宏股份,20.40,-0.20,-0.04,-0.15,0.05,1.10,0.69,46.18万,4193.77万,8.56亿,120.18
002987,京北方,45.94,-0.20,-0.09,-0.46,0.15,1.59,1.26,283.95万,4017.00万,18.45亿,30.07
002492,恒基达鑫,5.06,-0.20,-0.01,0.20,0.03,1.40,0.59,68.83万,3.98亿,20.15亿,21.62
300007,汉威科技,15.26,-0.20,-0.03,-0.13,0.56,4.55,1.57,2060.32万,2.41亿,36.77亿,19.08
603177,德创环保,10.08,-0.20,-0.02,0.20,0.12,3.56,2.08,236.51万,2.02亿,20.36亿,亏损
002820,桂发祥,10.10,-0.20,-0.02,0.00,0.03,1.22,0.49,58.13万,2.03亿,20.48亿,62.93
000025,特 力Ａ,15.07,-0.20,-0.03,-0.20,0.04,1.11,0.80,218.68万,3.93亿,59.19亿,122.91
600900,长江电力,20.00,-0.20,-0.04,0.15,0.02,1.54,0.70,8326.73万,227.42亿,4546.10亿,17.28
688160,步科股份,39.65,-0.20,-0.08,0.00,0.41,2.58,1.26,314.17万,1908.58万,7.57亿,50.06
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603716,塞力医疗,14.93,-0.20,-0.03,-0.13,0.01,0.51,0.67,39.27万,1.92亿,28.73亿,80.21
300835,龙磁科技,54.15,-0.20,-0.11,-0.48,1.29,3.36,2.63,1244.53万,1767.00万,9.59亿,76.80
002666,德联集团,4.92,-0.20,-0.01,-0.20,0.10,1.78,1.42,227.42万,4.47亿,21.99亿,15.95
300183,东软载波,14.80,-0.20,-0.03,0.54,0.27,2.53,1.49,1122.90万,2.84亿,41.95亿,51.03
603017,中衡设计,9.77,-0.20,-0.02,0.10,0.01,0.41,0.51,22.92万,2.75亿,26.85亿,13.65
300851,交大思诺,34.22,-0.20,-0.07,-0.03,0.06,0.73,0.76,42.34万,2173.34万,7.44亿,62.02
603323,苏农银行,4.90,-0.20,-0.01,-0.20,0.25,2.88,1.22,1741.69万,14.40亿,70.56亿,9.24
002335,科华数据,19.59,-0.20,-0.04,0.00,0.08,1.97,1.63,638.65万,3.95亿,77.37亿,26.41
600718,东软集团,9.77,-0.20,-0.02,0.10,0.04,1.65,0.71,449.35万,12.42亿,121.38亿,129.62
600889,南京化纤,4.87,-0.20,-0.01,-0.61,0.48,2.38,2.25,786.99万,3.38亿,16.46亿,亏损
600351,亚宝药业,4.87,-0.20,-0.01,-0.21,0.05,2.05,0.41,184.24万,7.70亿,37.50亿,30.61
600958,东方证券,9.67,-0.21,-0.02,-0.10,0.04,1.58,0.52,2266.30万,57.37亿,554.73亿,24.84
002818,富森美,14.48,-0.21,-0.03,-0.21,0.08,2.14,1.51,344.81万,2.98亿,43.26亿,14.06
003002,壶化股份,14.45,-0.21,-0.03,-0.21,0.32,1.19,1.38,227.04万,5000.00万,7.22亿,31.30
002248,华东数控,4.79,-0.21,-0.01,-0.21,0.05,1.13,1.46,71.53万,2.97亿,14.21亿,亏损
688088,虹软科技,57.58,-0.21,-0.12,-0.72,0.12,2.91,1.73,1870.04万,2.64亿,152.16亿,89.51
002380,科远智慧,14.28,-0.21,-0.03,-0.14,0.10,1.91,0.56,194.59万,1.42亿,20.21亿,24.87
003037,三和管桩,14.20,-0.21,-0.03,1.28,2.69,2.44,1.69,2602.50万,6800.00万,9.64亿,22.28
300836,佰奥智能,42.66,-0.21,-0.09,-0.23,0.12,0.71,1.57,63.62万,1231.39万,5.25亿,104.30
300502,新易盛,47.04,-0.21,-0.10,-0.04,0.18,1.78,1.33,2086.42万,2.42亿,113.77亿,37.42
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
605116,奥锐特,14.10,-0.21,-0.03,-0.35,0.10,0.79,1.34,60.89万,4100.00万,5.78亿,30.25
300822,贝仕达克,46.82,-0.21,-0.10,0.26,0.23,1.27,1.15,289.77万,2667.00万,12.49亿,28.13
600097,开创国际,9.35,-0.21,-0.02,0.32,0.09,1.54,1.07,206.60万,2.41亿,22.53亿,18.29
600388,龙净环保,9.34,-0.21,-0.02,0.00,0.10,2.13,1.39,946.14万,10.69亿,99.85亿,13.07
000926,福星股份,4.61,-0.22,-0.01,-0.22,0.09,2.67,0.87,411.62万,9.46亿,43.63亿,15.92
605333,沪光股份,13.80,-0.22,-0.03,-0.15,0.34,2.28,1.16,189.80万,4010.00万,5.53亿,94.70
300472,新元科技,9.14,-0.22,-0.02,-0.87,0.20,4.93,1.42,311.53万,1.71亿,15.64亿,75.81
600501,航天晨光,9.15,-0.22,-0.02,-0.33,0.07,1.98,0.87,265.26万,4.21亿,38.55亿,175.47
603327,福蓉科技,18.22,-0.22,-0.04,0.06,0.09,1.78,1.15,160.19万,1.02亿,18.67亿,21.55
300945,曼卡龙,22.73,-0.22,-0.05,0.31,2.19,1.60,2.28,2390.97万,4836.68万,11.00亿,62.94
600609,金杯汽车,4.55,-0.22,-0.01,-0.22,0.05,1.21,1.53,240.05万,10.93亿,49.72亿,74.07
603629,利通电子,36.34,-0.22,-0.08,-0.44,0.14,0.73,1.81,153.93万,3000.00万,10.89亿,82.12
002961,瑞达期货,22.62,-0.22,-0.05,-0.40,0.08,1.04,1.24,200.57万,1.09亿,24.58亿,40.45
600756,浪潮软件,13.51,-0.22,-0.03,0.07,0.05,1.44,1.03,219.39万,3.24亿,43.79亿,亏损
300351,永贵电器,9.01,-0.22,-0.02,-0.22,0.03,1.37,0.55,75.69万,2.49亿,22.45亿,34.70
002712,思美传媒,4.48,-0.22,-0.01,0.00,0.07,1.04,1.34,142.58万,4.38亿,19.57亿,39.52
688658,悦康药业,22.26,-0.22,-0.05,0.05,0.23,1.42,0.36,429.18万,8293.46万,18.46亿,22.66
002225,濮耐股份,4.45,-0.22,-0.01,-0.22,0.04,1.49,1.12,156.39万,8.12亿,36.14亿,14.95
300067,安诺其,4.44,-0.22,-0.01,-0.23,0.17,1.23,1.12,481.83万,6.50亿,28.94亿,28.83
300339,润和软件,8.87,-0.23,-0.02,-0.23,0.13,1.52,1.01,870.11万,7.55亿,67.07亿,40.12
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002183,怡 亚 通,4.43,-0.23,-0.01,-0.45,0.41,10.10,3.60,3797.94万,21.22亿,94.22亿,75.13
300428,四通新材,13.30,-0.23,-0.03,-0.38,0.32,3.78,1.65,787.34万,1.84亿,24.50亿,17.70
688418,震有科技,22.22,-0.23,-0.05,-0.36,0.18,1.10,1.26,164.13万,4114.85万,9.14亿,95.47
600769,祥龙电业,4.42,-0.23,-0.01,-0.23,0.03,0.95,0.90,43.63万,3.75亿,16.57亿,312.99
688030,山石网科,35.18,-0.23,-0.08,-0.09,0.03,0.94,2.50,80.75万,9362.14万,32.94亿,105.13
600420,现代制药,8.81,-0.23,-0.02,0.00,0.02,1.65,0.57,182.17万,10.27亿,90.48亿,14.01
600883,博闻科技,8.76,-0.23,-0.02,0.23,0.04,1.90,1.37,76.36万,2.36亿,20.68亿,114.73
688099,晶晨股份,87.57,-0.23,-0.20,-0.53,0.12,1.92,1.99,2260.77万,2.12亿,185.22亿,310.23
002170,芭田股份,4.36,-0.23,-0.01,-0.23,0.50,3.00,2.29,1524.39万,6.93亿,30.22亿,64.60
000404,长虹华意,4.34,-0.23,-0.01,0.00,0.12,1.81,0.92,348.83万,6.94亿,30.13亿,29.71
600513,联环药业,8.66,-0.23,-0.02,-0.12,0.03,0.79,0.57,69.48万,2.85亿,24.75亿,23.56
002401,中远海科,13.04,-0.23,-0.03,0.08,0.08,1.16,0.92,300.75万,3.02亿,39.40亿,20.97
002903,宇环数控,12.97,-0.23,-0.03,0.15,0.18,2.15,1.00,205.87万,8995.31万,11.67亿,49.15
000735,罗 牛 山,8.65,-0.23,-0.02,0.47,0.15,2.47,0.92,1550.66万,11.51亿,99.55亿,75.24
002664,长鹰信质,12.93,-0.23,-0.03,-0.31,0.04,1.49,1.77,181.10万,3.90亿,50.44亿,16.42
002898,赛隆药业,8.55,-0.23,-0.02,-0.12,0.03,0.73,0.47,29.04万,1.01亿,8.63亿,亏损
601077,渝农商行,4.29,-0.23,-0.01,0.00,0.16,3.16,0.93,3936.20万,58.74亿,251.43亿,4.69
002200,ST云投,4.27,-0.23,-0.01,0.47,0.04,1.61,0.70,30.63万,1.75亿,7.47亿,亏损
600572,康恩贝,4.26,-0.23,-0.01,0.00,0.06,1.53,0.47,700.26万,26.61亿,113.61亿,15.71
603822,嘉澳环保,21.35,-0.23,-0.05,0.19,0.14,0.93,2.52,225.06万,7335.73万,15.66亿,37.07
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600675,中华企业,3.37,-0.30,-0.01,-0.88,0.04,1.53,1.18,306.28万,22.40亿,75.50亿,24.51
688196,卓越新能,60.00,-0.30,-0.18,-0.28,0.33,1.82,2.03,564.51万,2880.00万,17.28亿,30.05
002516,旷达科技,3.33,-0.30,-0.01,0.30,0.07,1.86,0.60,210.73万,9.53亿,31.73亿,24.02
002146,荣盛发展,6.62,-0.30,-0.02,-0.30,0.06,1.00,1.05,1497.05万,38.94亿,257.76亿,4.90
300006,莱美药业,6.60,-0.30,-0.02,0.15,0.11,2.12,0.91,427.40万,6.24亿,41.21亿,7379.45
300114,中航电测,13.20,-0.30,-0.04,-0.30,0.06,1.30,0.91,487.18万,5.91亿,77.98亿,29.64
002737,葵花药业,13.17,-0.30,-0.04,-0.08,0.04,1.51,0.38,279.20万,5.39亿,71.03亿,18.21
600288,大恒科技,9.85,-0.30,-0.03,-0.20,0.02,1.08,0.91,73.49万,4.37亿,42.98亿,214.74
600755,厦门国贸,6.55,-0.30,-0.02,-0.15,0.05,1.31,0.76,577.23万,18.50亿,121.18亿,4.87
601228,广州港,3.27,-0.30,-0.01,-0.31,0.01,1.89,0.92,232.67万,61.93亿,202.52亿,20.15
002081,金 螳 螂,9.76,-0.31,-0.03,-0.41,0.14,1.41,1.63,3675.83万,26.09亿,254.65亿,11.01
601567,三星医疗,6.51,-0.31,-0.02,0.00,0.02,1.20,0.61,152.08万,13.87亿,90.27亿,9.27
601988,中国银行,3.26,-0.31,-0.01,-0.31,0.01,2.92,0.61,8763.52万,2107.66亿,6870.96亿,4.94
600020,中原高速,3.25,-0.31,-0.01,-0.31,0.02,1.93,0.61,169.93万,22.47亿,73.04亿,43.80
603900,莱绅通灵,6.50,-0.31,-0.02,0.00,0.08,2.21,1.53,181.00万,3.40亿,22.13亿,17.85
002522,浙江众成,6.49,-0.31,-0.02,-0.46,0.08,1.64,1.69,449.27万,8.56亿,55.55亿,36.27
300266,兴源环境,3.25,-0.31,-0.01,-0.31,0.07,1.33,1.23,343.05万,15.49亿,50.34亿,亏损
300251,光线传媒,13.00,-0.31,-0.04,0.31,0.03,0.67,1.15,1165.91万,27.84亿,361.92亿,448.88
600822,上海物贸,9.67,-0.31,-0.03,-0.41,0.02,1.02,0.82,91.60万,3.96亿,38.43亿,89.34
600251,冠农股份,6.48,-0.31,-0.02,0.47,0.19,1.79,0.92,963.73万,7.77亿,50.38亿,16.36
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603505,金石资源,29.09,-0.31,-0.09,-0.72,0.18,2.12,2.43,1233.75万,2.38亿,69.13亿,31.25
601778,晶科科技,6.45,-0.31,-0.02,0.62,0.33,3.00,1.39,1241.71万,5.95亿,38.35亿,33.29
002664,长鹰信质,12.92,-0.31,-0.04,-0.39,0.04,1.37,1.77,182.65万,3.90亿,50.40亿,16.41
600835,上海机电,19.34,-0.31,-0.06,-0.05,0.07,2.36,1.39,1033.04万,8.07亿,155.90亿,16.13
300182,捷成股份,3.22,-0.31,-0.01,-0.62,0.22,1.74,2.48,1384.73万,19.85亿,63.92亿,30.40
002406,远东传动,6.42,-0.31,-0.02,-0.16,0.13,2.60,0.93,399.12万,4.73亿,30.36亿,12.25
002265,西仪股份,6.41,-0.31,-0.02,-0.16,0.09,5.00,1.71,174.39万,3.05亿,19.57亿,亏损
003008,开普检测,32.00,-0.31,-0.10,-0.34,0.13,1.26,1.46,79.71万,2000.00万,6.40亿,34.47
000848,承德露露,6.39,-0.31,-0.02,0.16,0.09,2.50,0.62,614.28万,10.76亿,68.77亿,17.18
300752,隆利科技,34.99,-0.31,-0.11,-0.63,1.10,1.88,2.71,1300.60万,3409.07万,11.93亿,68.61
600015,华夏银行,6.37,-0.31,-0.02,-0.16,0.05,2.23,0.78,4223.72万,128.23亿,816.81亿,4.61
600790,轻纺城,3.18,-0.31,-0.01,-0.31,0.03,1.80,0.63,146.44万,14.66亿,46.61亿,12.14
300483,首华燃气,31.70,-0.32,-0.10,-0.63,0.11,4.70,2.04,315.21万,8633.56万,27.37亿,42.77
603937,丽岛新材,9.50,-0.32,-0.03,-0.11,0.04,1.19,0.63,85.91万,2.09亿,19.84亿,18.01
300265,通光线缆,9.48,-0.32,-0.03,-0.84,0.19,1.67,2.00,641.33万,3.64亿,34.52亿,52.66
300811,铂科新材,62.98,-0.32,-0.20,-0.63,0.21,3.88,2.31,370.26万,2804.33万,17.66亿,35.03
000716,黑芝麻,3.14,-0.32,-0.01,0.64,0.26,5.02,0.95,541.69万,6.78亿,21.30亿,亏损
600874,创业环保,6.29,-0.32,-0.02,0.16,0.04,1.35,1.11,246.34万,10.87亿,68.28亿,15.39
002404,嘉欣丝绸,6.26,-0.32,-0.02,-0.48,0.15,2.88,0.95,420.03万,4.59亿,28.74亿,18.84
300541,先进数通,15.62,-0.32,-0.05,-0.64,0.25,2.16,1.79,724.90万,1.86亿,29.07亿,32.52
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
605081,太和水,46.93,-0.32,-0.15,0.00,0.76,1.48,0.64,687.13万,1953.00万,9.17亿,29.41
600097,开创国际,9.34,-0.32,-0.03,0.32,0.10,1.45,1.07,211.74万,2.41亿,22.50亿,18.27
603717,天域生态,9.36,-0.32,-0.03,-0.21,0.03,1.04,0.53,61.84万,2.42亿,22.63亿,亏损
000016,深康佳Ａ,6.19,-0.32,-0.02,-0.16,0.07,1.62,0.97,653.75万,15.97亿,98.83亿,18.17
002326,永太科技,9.23,-0.32,-0.03,-0.22,0.11,1.66,1.30,662.91万,6.70亿,61.85亿,26.71
600113,浙江东日,6.14,-0.33,-0.02,-0.16,0.03,1.09,0.81,78.58万,4.11亿,25.26亿,18.32
002752,昇兴股份,6.13,-0.33,-0.02,-0.16,0.08,1.60,1.30,422.09万,8.30亿,50.86亿,304.66
603681,永冠新材,21.47,-0.33,-0.07,-0.28,0.86,2.43,1.16,1142.30万,6165.72万,13.24亿,19.35
300435,中泰股份,12.23,-0.33,-0.04,-0.57,0.24,4.14,2.28,832.87万,2.88亿,35.23亿,23.74
002987,京北方,45.88,-0.33,-0.15,-0.52,0.17,1.46,1.26,303.24万,4017.00万,18.43亿,30.03
300498,温氏股份,18.33,-0.33,-0.06,-0.11,0.06,2.13,1.41,5021.59万,48.37亿,886.62亿,15.76
000690,宝新能源,6.12,-0.33,-0.02,-0.16,0.45,4.83,1.95,5631.71万,20.84亿,127.55亿,7.33
002520,日发精机,6.12,-0.33,-0.02,0.00,0.07,0.85,0.81,227.71万,5.52亿,33.76亿,38.82
600803,新奥股份,15.23,-0.33,-0.05,-0.13,0.05,0.92,1.31,883.22万,12.29亿,187.23亿,25.97
300336,新文化,3.05,-0.33,-0.01,0.33,0.30,1.68,1.96,671.87万,7.38亿,22.49亿,亏损
603086,先达股份,15.22,-0.33,-0.05,-0.07,0.02,0.63,0.33,47.89万,1.57亿,23.86亿,14.78
300133,华策影视,6.09,-0.33,-0.02,-0.16,0.12,1.60,0.98,1063.72万,14.37亿,87.49亿,39.53
688160,步科股份,39.60,-0.33,-0.13,-0.13,0.43,2.24,1.26,323.41万,1908.58万,7.56亿,49.99
300359,全通教育,6.06,-0.33,-0.02,-0.33,0.12,1.18,0.82,383.52万,5.34亿,32.33亿,100.81
002733,雄韬股份,18.20,-0.33,-0.06,0.28,0.14,2.46,1.15,852.80万,3.30亿,59.98亿,96.94
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
000788,北大医药,6.03,-0.33,-0.02,0.17,0.01,0.76,0.50,53.61万,5.96亿,35.94亿,70.34
002518,科士达,12.06,-0.33,-0.04,0.00,0.08,1.87,0.91,528.80万,5.65亿,68.18亿,22.53
600992,贵绳股份,6.03,-0.33,-0.02,-0.33,0.06,2.52,1.16,88.06万,2.45亿,14.78亿,54.28
300769,德方纳米,138.54,-0.33,-0.46,0.48,0.68,5.05,2.88,3989.28万,4277.47万,59.26亿,亏损
002708,光洋股份,6.03,-0.33,-0.02,-0.17,0.09,2.45,0.83,208.82万,3.95亿,23.85亿,54.67
601615,明阳智能,21.04,-0.33,-0.07,-0.10,0.19,1.53,1.85,4064.29万,10.06亿,211.79亿,32.13
300351,永贵电器,9.00,-0.33,-0.03,-0.22,0.04,1.39,0.55,91.72万,2.49亿,22.42亿,34.66
002337,赛象科技,2.99,-0.33,-0.01,-0.33,0.01,0.60,0.33,18.82万,5.88亿,17.57亿,亏损
300492,华图山鼎,53.82,-0.33,-0.18,-0.04,0.04,1.50,1.85,252.87万,1.10亿,59.00亿,3635.86
600475,华光环能,11.95,-0.33,-0.04,-0.33,0.04,1.48,1.67,224.29万,5.44亿,64.95亿,11.86
300045,华力创通,8.94,-0.33,-0.03,0.00,0.08,0.89,0.89,306.13万,4.29亿,38.31亿,89.28
002982,湘佳股份,62.47,-0.34,-0.21,0.60,0.27,1.96,1.32,425.12万,2563.00万,16.01亿,26.56
002137,麦达数字,5.93,-0.34,-0.02,-0.17,0.10,1.38,0.84,215.58万,3.79亿,22.50亿,51.89
600284,浦东建设,5.92,-0.34,-0.02,-0.17,0.03,1.66,0.67,166.02万,9.70亿,57.44亿,12.92
300339,润和软件,8.87,-0.34,-0.03,-0.34,0.14,1.38,1.01,919.12万,7.55亿,66.99亿,40.08
600562,国睿科技,14.81,-0.34,-0.05,-0.54,0.08,1.95,0.94,773.73万,6.61亿,97.86亿,54.16
605001,威奥股份,14.77,-0.34,-0.05,-0.41,0.10,1.10,0.54,113.39万,7556.00万,11.16亿,121.67
000615,奥园美谷,11.83,-0.34,-0.04,-0.59,0.18,1.00,1.43,1697.41万,7.74亿,91.54亿,亏损
688318,财富趋势,177.09,-0.34,-0.60,-1.03,0.42,2.92,2.18,1208.96万,1611.14万,28.53亿,47.30
600868,梅雁吉祥,2.94,-0.34,-0.01,-0.34,0.06,1.64,1.02,330.64万,18.98亿,55.81亿,136.06
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600558,大西洋,2.93,-0.34,-0.01,0.00,0.10,3.54,1.36,258.26万,8.98亿,26.30亿,37.64
603722,阿科力,29.24,-0.34,-0.10,0.07,0.10,2.12,1.12,265.16万,8689.80万,25.41亿,64.43
600662,强生控股,8.77,-0.34,-0.03,-0.57,0.04,1.09,1.36,354.74万,10.53亿,92.38亿,156.95
600190,锦州港,2.91,-0.34,-0.01,0.00,0.01,0.92,0.69,22.68万,17.79亿,51.78亿,28.32
600073,上海梅林,8.73,-0.34,-0.03,0.12,0.06,1.56,0.46,481.87万,9.38亿,81.86亿,15.92
300254,仟源医药,5.82,-0.34,-0.02,-0.17,0.05,1.36,1.37,49.66万,1.93亿,11.21亿,亏损
600881,亚泰集团,2.90,-0.34,-0.01,0.00,0.03,1.72,0.69,260.75万,32.49亿,94.22亿,45.91
600227,圣济堂,2.90,-0.34,-0.01,0.00,0.17,3.29,1.38,607.96万,12.78亿,37.07亿,88.20
603311,金海高科,11.56,-0.34,-0.04,0.09,0.05,1.90,1.55,123.49万,2.10亿,24.28亿,24.78
000537,广宇发展,5.77,-0.34,-0.02,-0.52,0.04,1.37,1.38,402.65万,17.31亿,99.90亿,4.22
603567,珍宝岛,11.49,-0.35,-0.04,-0.86,0.02,2.57,1.39,202.96万,8.49亿,97.57亿,30.39
002085,万丰奥威,5.75,-0.35,-0.02,-0.17,0.04,1.22,0.52,460.05万,20.89亿,120.14亿,22.98
300757,罗博特科,31.47,-0.35,-0.11,-0.25,0.03,1.18,1.33,54.40万,5486.78万,17.27亿,431.90
000611,ST天首,2.86,-0.35,-0.01,-0.69,0.02,1.30,1.39,15.24万,3.19亿,9.13亿,亏损
000801,四川九洲,5.73,-0.35,-0.02,-0.17,0.03,1.26,1.04,186.86万,10.23亿,58.61亿,103.38
601816,京沪高铁,5.72,-0.35,-0.02,0.35,0.01,1.14,0.52,2128.15万,273.29亿,1563.20亿,113.97
002380,科远智慧,14.26,-0.35,-0.05,-0.21,0.11,1.82,0.56,221.42万,1.42亿,20.18亿,24.83
600482,中国动力,17.13,-0.35,-0.06,-0.35,0.05,1.85,0.58,561.05万,6.34亿,108.58亿,47.24
300721,怡达股份,36.86,-0.35,-0.13,-0.62,0.17,1.38,2.11,482.44万,7935.00万,29.25亿,亏损
000536,*ST华映,2.84,-0.35,-0.01,0.00,0.04,1.28,1.05,283.24万,27.63亿,78.47亿,10.05
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300377,赢时胜,8.50,-0.35,-0.03,-0.24,0.17,1.55,1.17,820.83万,5.68亿,48.28亿,37.27
603488,展鹏科技,8.50,-0.35,-0.03,-0.47,0.07,2.24,1.64,182.26万,2.92亿,24.82亿,26.64
601106,中国一重,2.83,-0.35,-0.01,-0.35,0.03,2.22,0.70,534.90万,68.58亿,194.08亿,260.42
002224,三 力 士,5.63,-0.35,-0.02,0.36,0.07,1.55,0.71,225.42万,5.43亿,30.55亿,24.64
002428,云南锗业,11.25,-0.35,-0.04,-0.71,0.38,2.30,1.86,2759.27万,6.44亿,72.49亿,324.66
300013,新宁物流,5.63,-0.35,-0.02,-0.18,0.10,1.44,1.42,234.89万,4.18亿,23.55亿,亏损
000901,航天科技,8.42,-0.35,-0.03,-0.12,0.09,1.55,0.83,558.44万,7.63亿,64.23亿,亏损
300880,迦南智能,30.76,-0.36,-0.11,0.03,0.34,1.27,0.81,349.89万,3334.00万,10.26亿,51.00
300560,中富通,13.99,-0.36,-0.05,-0.50,0.09,1.24,1.43,230.25万,1.89亿,26.49亿,49.37
000677,恒天海龙,2.80,-0.36,-0.01,0.00,0.05,1.41,1.07,113.08万,8.64亿,24.19亿,430.90
002298,中电兴发,8.37,-0.36,-0.03,-0.24,0.13,2.68,1.55,565.26万,5.50亿,46.01亿,16.34
002335,科华数据,19.56,-0.36,-0.07,-0.05,0.09,1.74,1.63,673.07万,3.95亿,77.26亿,26.37
603629,利通电子,36.26,-0.36,-0.13,-0.66,0.17,0.73,1.81,181.12万,3000.00万,10.88亿,82.01
002106,莱宝高科,11.11,-0.36,-0.04,-0.18,0.15,2.27,0.90,1137.23万,7.04亿,78.23亿,18.62
300388,节能国祯,8.32,-0.36,-0.03,-0.24,0.07,1.80,1.20,387.92万,6.91亿,57.53亿,16.06
300283,温州宏丰,5.55,-0.36,-0.02,-1.42,0.77,2.32,2.51,1106.11万,2.60亿,14.44亿,99.53
600051,宁波联合,8.33,-0.36,-0.03,-0.12,0.08,1.60,0.96,202.64万,3.11亿,25.90亿,5.66
600785,新华百货,11.08,-0.36,-0.04,-0.09,0.00,0.51,1.17,6.76万,2.26亿,25.00亿,55.16
603111,康尼机电,5.50,-0.36,-0.02,0.00,0.03,1.82,0.54,152.18万,8.36亿,45.98亿,10.50
002950,奥美医疗,19.26,-0.36,-0.07,-0.05,0.13,2.14,0.62,556.20万,2.24亿,43.05亿,9.54
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600527,江南高纤,2.76,-0.36,-0.01,0.00,0.13,1.60,1.45,626.45万,17.32亿,47.62亿,17.28
300382,斯莱克,8.21,-0.36,-0.03,-0.36,0.03,0.72,1.82,120.89万,5.64亿,46.34亿,60.38
600674,川投能源,10.96,-0.36,-0.04,-0.54,0.02,2.26,1.18,1112.57万,44.02亿,482.48亿,15.40
603021,山东华鹏,5.47,-0.36,-0.02,0.00,0.06,2.10,0.91,98.70万,3.20亿,17.50亿,497.97
600035,楚天高速,2.73,-0.36,-0.01,-0.37,0.04,3.06,0.36,184.13万,16.10亿,44.12亿,12.39
300237,美晨生态,2.74,-0.36,-0.01,-0.73,0.22,1.26,1.46,858.81万,14.40亿,39.45亿,688.60
300277,海联讯,8.18,-0.36,-0.03,-0.37,0.06,1.62,1.71,167.73万,3.34亿,27.35亿,121.88
002841,视源股份,130.37,-0.37,-0.48,0.27,0.04,2.12,1.71,2019.45万,4.01亿,522.14亿,45.73
002941,新疆交建,10.85,-0.37,-0.04,-0.09,0.28,2.02,1.47,570.14万,1.93亿,20.95亿,59.07
002610,爱康科技,2.71,-0.37,-0.01,-0.73,1.89,10.73,3.68,2.25亿,43.86亿,118.87亿,763.72
300240,飞力达,5.41,-0.37,-0.02,-0.19,0.04,1.12,1.47,73.05万,3.62亿,19.56亿,71.15
002577,雷柏科技,10.82,-0.37,-0.04,-0.28,0.08,1.76,1.29,250.53万,2.83亿,30.61亿,65.81
002496,*ST辉丰,2.71,-0.37,-0.01,0.37,0.02,0.96,0.73,55.02万,9.69亿,26.26亿,98.27
600455,博通股份,18.89,-0.37,-0.07,0.00,0.05,0.81,0.95,56.17万,6245.80万,11.80亿,40.01
002811,郑中设计,8.11,-0.37,-0.03,-0.49,0.06,0.68,1.47,108.98万,2.44亿,19.75亿,45.34
603887,城地香江,16.20,-0.37,-0.06,-0.31,0.05,0.96,1.17,211.71万,2.87亿,46.43亿,16.10
300270,中威电子,5.38,-0.37,-0.02,0.00,0.05,0.98,0.56,53.54万,1.98亿,10.65亿,亏损
002029,七 匹 狼,5.39,-0.37,-0.02,0.00,0.02,1.21,0.74,88.90万,7.35亿,39.61亿,51.10
603955,大千生态,13.47,-0.37,-0.05,-0.37,0.08,3.52,1.63,142.68万,1.36亿,18.28亿,19.55
300663,科蓝软件,18.83,-0.37,-0.07,-0.53,0.12,1.39,1.16,513.62万,2.27亿,42.75亿,亏损
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
000063,中兴通讯,32.21,-0.37,-0.12,-0.53,0.21,3.51,0.93,2.56亿,38.57亿,1242.46亿,34.03
600843,上工申贝,5.39,-0.37,-0.02,0.00,0.05,2.40,1.30,81.53万,3.05亿,16.36亿,54.29
000507,珠海港,5.35,-0.37,-0.02,-0.19,0.03,1.00,0.56,141.87万,8.41亿,45.00亿,24.50
002198,嘉应制药,5.35,-0.37,-0.02,0.19,0.50,3.78,2.23,1343.17万,5.08亿,27.15亿,亏损
002171,楚江新材,8.02,-0.37,-0.03,-0.50,0.14,2.39,1.37,1359.39万,12.49亿,100.15亿,40.47
000728,国元证券,8.02,-0.37,-0.03,0.00,0.04,1.56,0.50,1476.11万,42.91亿,344.16亿,25.73
